,name,price,link,Xuất xứ,Thời điểm ra mắt,Thời gian bảo hành,Kích thước,Trọng lượng sản phẩm,Chất liệu,Phiên bản CPU,Loại CPU,Số nhân,Tốc độ tối đa,RAM,Kích thước màn hình,Công nghệ màn hình,Chuẩn màn hình,Độ phân giải,Tần số quét,Loại cảm ứng,Độ sáng,Chip đồ hoạ (GPU),Dung lượng (ROM),Danh bạ lưu trữ,Thẻ nhớ ngoài,Hỗ trợ thẻ nhớ tối đa,Camera 1,Resolution,Resolution camera 1,Cảm biến,Bảo mật,Tính năng đặc biệt,Số khe SIM,Thẻ SIM,Hỗ trợ mạng,Cổng giao tiếp,Wifi,GPS,Bluetooth,Kết nối khác,Loại PIN,Dung lượng pin,Củ sạc kèm máy,OS,Version,Phụ kiện trong hộp,Chuẩn kháng nước / Bụi bẩn,Tỷ lệ diện tích sử dụng màn hình,CPU,Mật độ điểm ảnh,Bộ nhớ còn lại,Quay phim camera sau,Tính năng,Quay phim camera selfie,Loại RAM,Chất liệu mặt kính,Độ phủ màu,Độ tương phản,Số camera sau,Aperture,Camera 2,Số Camera Selfie,Thông tin thêm,Màu màn hình,Hướng dẫn bảo quản,Hướng dẫn sử dụng,Kích thước màn hình phụ,Camera 3,Resolution camera 2,Tỷ lệ màn hình,Pixel size,Thông báo LED,Camera 4,Độ sáng tối đa,Khẩu độ,Camera Selfie 1,Quay phim camera seflie,Resolution camera 3,Sensor,Làm mát,Pixel Size
121,Samsung Galaxy S24 FE 5G 128GB,12.490.000đ,/dien-thoai/samsung-galaxy-s24-fe,Việt Nam / Trung Quốc,09/2024,12 tháng,16.2 x 7.73 x 8 cm,213 g,Mặt lưng máy: Gorilla Glass Victus+Viền máy: Kim loại,Exynos 2400,Octa-Core,8,,8 GB,6.7 inch,Dynamic AMOLED 2X,FHD+,1080 x 2340 Pixels,,,,Xclipse 940,128 GB,Không giới hạn,Không,,,8.0 MP,10.0 MP,,Mở khóa vân tay dưới màn hìnhMở khóa khuôn mặt,Sạc nhanh 25 WSạc không dâySạc ngược không dâyKhoanh Vùng Search Đa năngTrợ lý Chat thông minhTrợ lý Chỉnh ảnhPhiên dịch Trực tiếpSamsung DeXTrợ lý ảo Samsung BixbyGhi âm cuộc gọiMàn hình luôn hiển thịChặn tin nhắnChặn cuộc gọiSamsung WalletThu nhỏ màn hình sử dụng một tayAKG Dolby,1,"1 eSIM, 1 Nano SIM",5G,Type C,802.11 a/b/g/n/acDual-band (2.4 GHz/ 5 GHz)Wi-Fi HotspotWi-Fi DirectMIMO,GPSGLONASSGALILEOBEIDOUQZSS,v5.3,NFC,Lithium-ion,4700 mAh,,Android,Android 14,Sách HDSDCápQue lấy SIM,IP68,,,,,UHD 8K (7680 x 4320)@30fps,Làm đẹp (Beautify),,,,,,Triple rear camera,,,,,16 Triệu,"Để nơi khô ráo, nhẹ tay, dễ vỡ.",Xem trong sách hướng dẫn sử dụng,,,,,,,,,,,,,,,
122,Nubia A36 4GB 64GB,2.490.000đ,/dien-thoai/nubia-a36,Trung Quốc,05/2025,18 tháng,167.64 x 77.37 x 8.3 mm,400 g,Khung viền: NhựaMặt lưng máy: Nhựa,T7200,Octa-Core,8,1.6 GHz,4 GB,6.75 inch,IPS LCD,HD+,720 x 1600 Pixels,90 Hz,Điện dung đa điểm,,ARM Mali G57,64 GB,Không giới hạn,MicroSD,1 TB,Standard,0.08 MP,5.0 MP,Cảm biến la bànCảm biến gia tốcCảm biến tiệm cận,Mật khẩuMở khóa khuôn mặt,,2,2 Nano SIM,4G,Cổng sạc: Type C,802.11 a/b/g/n/ac,GPSA-GPSGALILEOGLONASS,v5.2,,Lithium polymer,5000 mAh,Sạc 10 W,Android,Android 15,SạcCápỐp lưngQue lấy SIMSách HDSD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,Xiaomi Redmi Note 14 5G 8GB 256GB,6.490.000đ,/dien-thoai/xiaomi-redmi-note-14-5g,Trung Quốc,03/2025,18 tháng,162.4 x 75.7 x 7.99 mm,190 g,Mặt lưng máy: Nhựa cao cấpKhung máy: Nhựa,MediaTek Dimensity 7025-Ultra,Octa-Core,8,2.5 GHz,8 GB,6.67 inch,AMOLED,FHD+,1080 x 2400 Pixels,120 Hz,,2100 nits,IMG BXM-8-256,256 GB,,MicroSD,1 TB,Wide,2.0 MP,20.0 MP,Cảm biến vân tayCảm biến gia tốcCảm biến la bànCon quay hồi chuyển,Mở khóa vân tay dưới màn hìnhMở khóa khuôn mặt,Google GeminiXóa AIAI SkyLàm đẹp AI,2,2 Nano SIM,5G,Cổng sạc: Type C,,GPSGLONASSBDSGALILEO,v5.3,NFC,Lithium polymer,5110 mAh,Sạc nhanh 45 W,Android,Android 14 (Hyper OS),Que lấy SIMSách HDSDDây cáp sạcSạcỐp lưng,IP64,,,,,1080p@30fps,Chống rung quang học (OIS)Chống rung điện tử (EIS)HDRToàn cảnh (Panorama)Flash LED,1080p@30fps,LPDDR4X,Gorilla Glass 5,100% DCI-P3,5.000.000 : 1,Triple rear camera,ƒ/2.2,Ultra Wide,Single selfie camera,Sạc pin nhanh,,,,,Macro lens,,,,,,,,,,,,,
124,OPPO Reno13 F 5G 12GB 256GB,9.990.000đ,/dien-thoai/oppo-reno13-f-5g,Trung Quốc,01/2025,24 tháng,162.2 x 75.05 x 7.76 mm,192 g,Khung máy: Nhựa cao cấpMặt lưng máy: Thủy tinh hữu cơ,Qualcomm Snapdragon 6 Gen1,Octa-Core,8,2.2 GHz,12 GB,6.67 inch,AMOLED,FHD,1080 x 2040 Pixel,120 Hz,Điện dung đa điểm,1200 nits,Adreno 710,256 GB,Không giới hạn,MicroSD,2 TB,Standard,2.0 MP,32.0 MP,Cảm biến vân tay (dưới màn hình)Cảm biến tiệm cậnCảm biến ánh sángCảm biến gia tốcCảm biến la bàn,Mở khóa bằng mật mãMở khóa vân tayMở khóa khuôn mặt,Chế độ chụp ảnh dưới nướcTính năng AI,2,2 Nano SIM,5G,Cổng sạc: Type C,Dual-band (2.4 GHz/ 5 GHz)802.11 a/b/g/n/ac,GPSGLONASSBDSGALILEOQZSS,v5.1,OTGNFC,Lithium polymer,5800 mAh,SuperVOOC 45W,Android,Android 15 (ColorOS 15),Cáp USB Type CCủ sạcỐp lưngSách HDSDQue lấy SIM,"IP66, IP68, IP69",,,,,4K 2160p@30fps1080p@60fps1080p@30fps720p@30fps,Tự động lấy nét (AF)Trôi nhanh thời gian (Time lapse),4K 2160p@30fps1080p@30fps720p@30fps,,Kính cường lực AGC DT-Star2,,,,ƒ/2.4,Wide,,Sạc siêu nhanh SuperVOOC,16 Triệu,,,,Macro lens,,,,,,,,,,,,,
125,Inoi 240 Modern 4G,349.000đ,/dien-thoai/inoi-240-modern-4g,Trung Quốc,09/2024,26 tháng,114.6 x 48 x 14.5 mm,76 g,Mặt lưng máy: Nhựa,,,,,,1.8 inch,TFT LCD,QQVGA,128 x 160 Pixels,,,,,128 MB,,MicroSD,64 GB,,,,,,Ghi âm cuộc gọi,2,2 Nano SIM,4G,,,,v5.0,Jack 3.5 mm,,1000 mAh,,,,Pin rờiSạcSách HDSD,,,,,,,,,,,,,Single rear camera,,,,,,,,,,,,,,,,,,,,,,
126,OPPO A58 8GB 128GB,4.390.000đ,/dien-thoai/oppo-a58-8gb,Trung Quốc,07/2024,12 tháng,165.65 x 75.98 x 7.99 mm,192 g,Mặt lưng máy: Thủy tinh hữu cơKhung máy: Hợp kim,Helio G85,,8,2 GHz,8 GB,6.7 inch,IPS LCD,FHD+,Màn hình chính: 1080 x 2400 Pixels1080 x 2400 Pixels,60 Hz,Điện dung đa điểm,,Mali-G52 MP2,128 GB,Không giới hạn,MicroSD,1 TB,Standard,2.0 MP,8.0 MP,Cảm biến vân tayCảm biến trọng lựcCảm biến tiệm cậnCảm biến gia tốcCảm biến la bànCảm biến ánh sáng,Mật khẩuMở khóa khuôn mặtMở khoá vân tay cạnh viền,Mở rộng bộ nhớ RAMLoa kép,2,2 Nano SIM,4G,Type CCổng sạc: Type CAudio Jack: Jack 3.5 mm,Dual-band (2.4 GHz/ 5 GHz)802.11 a/b/g/n/ac,GPS,v5.3,Jack 3.5 mmOTG,Lithium polymer,5000 mAh,Sạc nhanh 33 W,Android,Android 13.0 (ColorOS 13.1),Sách HDSDỐp lưngQue lấy SIMSạcCáp Type C,IP54,,,,Khoảng 106 GB,HD 720p@30fpsFullHD 1080p@30fps,A.I CameraBan đêm (Night Mode)Nhãn dán (AR Stickers),Quay phim FullHDQuay phim HD,,Kính cường lực Panda,,,Double rear camera,ƒ/2.0,Depth,Single selfie camera,Sạc siêu nhanh SuperVOOC,16 Triệu,"Để nơi khô ráo, nhẹ tay, dễ vỡ.",Xem trong sách hướng dẫn sử dụng,,,,,,,,,,,,,,,
127,Honor 400 5G 12GB 256GB,12.450.000đ,/dien-thoai/honor-400,Trung Quốc,07/2025,24 tháng,156.5 x 7.3 x 74.6 mm,184 g,Khung máy: Kim loạiMặt lưng máy: KínhViền máy: Nhựa,Snapdragon 7 Gen 3,Octa-Core,8,,12 GB,6.55 inch,AMOLED,FHD+,2736 x 1264 Pixels,120 Hz,Điện dung đa điểm,5000 nits,Adreno 720,256 GB,,,,Wide,12.0 MP,50.0 MP,Cảm biến trọng lựcHai cảm biến ánh sáng môi trường xung quanhCảm biến vân tayCảm biến tiệm cậnCảm biến la bàn,Mở khóa khuôn mặtMở khóa vân tay dưới màn hình,,2,"2 Nano SIM hoặc 1 eSIM, 1 Nano SIM",5G,Cổng sạc: Type C,Dual-band (2.4 GHz/ 5 GHz)802.11 a/b/g/n/ac,QZSSGALILEOBEIDOUGLONASSA-GPSGPS,v5.4,NFCOTG,Silicon carbon,6000 mAh,Sạc nhanh 100W,Android,Android 15 (MagicOS 9),Dây cáp sạcCủ sạcỐp lưng,IP66,90%,1 x Cortex A715 2.63 GHz + 3 x Cortex A715 2.4 GHz + 4 x Cortex A510 1.8 GHz,460 ppi,Khoảng 230 GB,4K 30fps FHD1080p@30fps,Ban đêm (Night Mode)Chụp bằng cử chỉChụp nụ cườiBộ lọc màuChế độ chân dungẢnh chuyển động,1080p@30fps,,Kính cường lực,,,Double rear camera,ƒ/2.0,Ultra Wide,Single selfie camera,,1.07 tỷ,,,,,,19.5:9,,,,,,,,,,,
128,iPhone 16e 128GB,16.690.000đ,/dien-thoai/iphone-16e-sim-viettel,Việt Nam / Trung Quốc,02/2025,12 tháng,147.6 x 71.5 x 7.8 mm,167 g,Khung máy: Nhôm nguyên khốiMặt lưng máy: Kính,Apple A18,6 - Core,6,,Đang cập nhật,6.1 inch,OLED,Super Retina XDR,48.0 MP,120,,,Apple GPU 5 nhân,128 GB,Không giới hạn,Không,,,,,Cảm biến khí áp kếCon quay hồi chuyểnCảm biến ánh sángCảm biến gia tốcCảm biến tiệm cận,Mở khóa bằng mật mãMở khóa khuôn mặt,,1,"2 eSim, 1 Nano Sim",5G,1 Type C,Wifi 6,,v5.3,,Lithium-ion,21 Giờ,,iOS,iOS 18,Cáp USB-C to USB-CQue lấy SIMSách HDSD,IP68,,,,,,,,,Phủ Ceramic,,2.000.000:1,Đang cập nhật,,,,Hỗ trợ sạc không dâySạc pin nhanhSạc ngược cho thiết bị khác,,,,,,,,,,,1200 nits,,12.0 MP,,,,,
129,Nubia A56 4GB 128GB,2.490.000đ,/dien-thoai/nubia-a56,Trung Quốc,05/2025,18 tháng,167.64 x 77.37 x 8.3 mm,400 g,Khung viền: NhựaMặt lưng máy: Nhựa,T7200,Octa-Core,8,1.6 GHz,4 GB,6.75 inch,IPS LCD,HD+,720 x 1600 Pixels,90 Hz,Điện dung đa điểm,,ARM Mali G57,128 GB,Không giới hạn,MicroSD,1 TB,Standard,0.08 MP,8.0 MP,Cảm biến la bànCảm biến gia tốcCảm biến tiệm cận,Mật khẩuMở khóa khuôn mặt,,2,2 Nano SIM,4G,Cổng sạc: Type C,802.11 a/b/g/n/ac,GPSA-GPSGALILEOGLONASS,v5.2,,Lithium polymer,5000 mAh,Sạc 10 W,Android,Android 15,SạcCápỐp lưngQue lấy SIMSách HDSD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,Samsung Galaxy S26 Ultra 5G 16GB 1TB,45.990.000đ,/dien-thoai/samsung-galaxy-s26-ultra-16gb,Việt Nam / Trung Quốc,03/2026,12 tháng,163.6 x 78.1 x 7.9 mm,214 g,Khung viền: Armor aluminum,Snapdragon 8 Elite Gen 5,,8,,16 GB,6.9 inch,Dynamic AMOLED 2X,FHD+,3120 x 1440 Pixels,120 Hz,,2600 nits,Đang cập nhật,1 TB,,,,Camera siêu rộng,50.0 MP,12.0 MP,,Mở khóa vân tay dưới màn hìnhMẫu hìnhPINMật khẩuMở khóa khuôn mặt,Thực hiện tác vụ liên ứng dụng bằng lời nóiLọc âm thanhBiên tập Video thông minhKhoanh tròn để tìm kiếmTrợ lý cuộc gọiPhiên dịch viên trực tiếpChọn ảnh chân dung đẹp nhấtTrợ lý Chỉnh ảnhSạc nhanh 45W,2,2 Nano SIM Hoặc 2 eSIM  Hoặc 1 Nano SIM + 1 eSIM,2G5G3G4G,1 Type C,802.11 a/b/g/n,GPSBEIDOUQZSSGLONASSGALILEO,v5.3,NFC,Lithium-ion,5000 mAh,,Android,Android 16,Dây sạcSách HDSDQue lấy SIM,IP68,,,,,UHD 8K (7680 x 4320)@30fps,Lọc âm thanh (Audio Eraser)Sửa tạo sinh (Xóa và tạo ảnh chi tiết bù lại phần bị mất)Chọn ảnh chân dung đẹp nhất (Best Face)Tự tạo bộ lọc,,,Corning Gorilla Glass Victus 2,,,Quad rear camera,,Góc rộng,,Chỉnh sửa ảnh thế hệ mớiKhông gian sáng tạoGợi ý thông minhKhoanh tròn để tìm kiếmLọc cuộc gọi tự độngProscaler & 10-bit mDNIePrivacy Display (Chống nhìn trộm chủ động)Hỗ trợ sạc tối đa 60W,16 Triệu,"Để nơi khô ráo, nhẹ tay, dễ vỡ.",Xem trong sách hướng dẫn sử dụng,,Camera Tele (3x),,,,Có,Camera Tele (5x),,,,,,,,
131,Mobell M139 4G,339.000đ,/dien-thoai/mobell-m139-4g,Trung Quốc,09/2024,12 tháng,113 x 38 x 14 mm,157 g,Mặt lưng máy: Nhựa,,,,,,1.77 inch,TFT LCD,QQVGA,120 x 160 Pixels,,,,,128 MB,,MicroSD,64 GB,,,,,,Ghi âm cuộc gọi,2,2 Nano SIM,4G,,,,,,,1000 mAh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,Tecno Spark 30 5G 6GB 128GB,3.010.000đ,/dien-thoai/tecno-spark-30,Trung Quốc,03/2025,13 tháng,165.4 x 76.8 x 7.8 mm,188 g,Khung máy: Kim loạiMặt lưng máy: Nhựa,Dimensity 6300 5G,Octa-Core,8,,6 GB,6.67 inch,IPS LCD,HD+,720 x 1600 Pixels,120 Hz,Điện dung đa điểm,480 nits,Mali-G57 MC2,128 GB,,MicroSD,1 TB,Wide,108.0 MP,8.0 MP,Cảm biến vân tayHồng ngoại,Mở khoá vân tay cạnh viền,,2,2 Nano SIM,5G,Cổng sạc: Type C,802.11 a/b/g/n/acDual-band (2.4 GHz/ 5 GHz),GPSGLONASSGALILEOBDS,v5.0,NFC,Lithium polymer,5000 mAh,Sạc nhanh 18 W,Android,Android 14,Dây cáp sạcCủ sạcỐp lưngSách HDSD,IP54,85%,2 x Cortex-A76 2.40 GHz + 6 x Cortex-A55 2.00 GHz,264 ppi,Khoảng 115 GB,,Làm đẹp (Beautify)AI CAMQuay video hiển thị kép,,,Kính cường lực,,,,ƒ/1.9,,,,,,,,,,,,,,,,,,,,,
133,Honor Play 10 3GB 64GB,1.990.000đ,/dien-thoai/honor-play-10,Trung Quốc,2025,18 tháng,16.7 x 7.7 x 0.8 cm,189 g,Đang cập nhật,MediaTek Helio G81,,8,,3 GB,6.74 inch,TFT LCD,Đang cập nhật,720 x 1600 Pixels,,,,,64 GB,,,,,5.0 MP,3.0 MP,,Mẫu hìnhPINMật khẩu,,1,2 Nano SIM,,Type C,802.11 a/b/g/n,,v5.1,,Lithium polymer,5000 mAh,,Android,Đang cập nhật,Củ sạcDây cáp sạcQue lấy SIMSách HDSDỐp lưng,IP52,,,,,FullHD 1080p@240fps,,,,,,,Double rear camera,,,,,,"Để nơi khô ráo, nhẹ tay, dễ vỡ.",Xem trong sách hướng dẫn sử dụng,,,,,,,,,,,,,,,
134,Benco V91c 4GB 128GB,2.590.000đ,/dien-thoai/benco-v91c,Trung Quốc,09/2024,18 tháng,162.9 x 74.7 x 8.9 mm,193 g,Khung máy: Nhựa cao cấp,Unisoc T606,Octa-Core,8,2 GHz,4 GB,6.56 inch,IPS LCD,HD+,720 x 1612 Pixels,90 Hz,Điện dung đa điểm,500 nits,Mali-G57,128 GB,Không giới hạn,MicroSD,,Standard,13.0 MP,8.0 MP,Cảm biến vân tayCảm biến tiệm cậnCảm biến ánh sángCảm biến gia tốcCảm biến la bàn,Mở khóa bằng mật mãMở khóa vân tay,Sạc nhanh 18WSạc nhanh 10W,2,2 Nano SIM,4G,Cổng sạc: Type C,802.11 a/b/g/n/ac,GPSA-GPSGLONASSBEIDOU,v5.0,,Lithium polymer,5000 mAh,,Android,Android 13.0,Củ sạcCáp Type CTai ngheỐp lưngQue lấy SIM,,,,,,,,,,,,,,ƒ/2.2,,Single selfie camera,,,,,,,,,,,,,,,,,,,
135,Honor 400 Lite 5G 12GB 256GB,8.330.000đ,/dien-thoai/honor-400-lite,Trung Quốc,07/2025,24 tháng,161 x 7.29 x 74.55 mm,171 g,Mặt lưng máy: NhựaViền máy: NhựaKhung máy: Kim loại,MediaTek Dimensity 7025-Ultra,Octa-Core,8,,12 GB,6.7 inch,AMOLED,FHD+,1080 x 2412 Pixels,120 Hz,Điện dung đa điểm,3500 nits,,256 GB,,,,Wide,5.0 MP,16.0 MP,Cảm biến trọng lựcHai cảm biến ánh sáng môi trường xung quanhCảm biến la bànCảm biến tiệm cận,Mở khóa vân tay dưới màn hình,,2,2 Nano SIM,5G,Cổng sạc: Type C,802.11 a/b/g/n/acDual-band (2.4 GHz/ 5 GHz)Wi-Fi HotspotWi-Fi Direct,GPSA-GPSGLONASSBEIDOUGALILEO,v5.3,NFCOTG,Lithium-ion,5230 mAh,Sạc nhanh 35 W,Android,Android 15 (MagicOS 9),Dây cáp sạcCủ sạcỐp lưng,IP65,,2 x Cortex A78 2.5 GHz + 6 x Cortex A55 2.0 GHz,393 ppi,Khoảng 230 GB,4K 30fps FHD1080p@30fps,Nhận diện khuôn mặtChế độ chân dungẢnh chuyển độngChụp nụ cườiChụp bằng cử chỉ,1080p@30fps,,Kính cường lực,,,Double rear camera,ƒ/2.1,Ultra Wide,,,16.7 Triệu,,,,,,,,,,,,,,,,,
136,OPPO A3 8GB 256GB,5.680.000đ,/dien-thoai/oppo-a3-8gb,Trung Quốc,08/2024,12 tháng,165.7 x 76 x 7.68 mm,186 g,Khung máy: Nhựa cao cấp,Snapdragon 6s 4G Gen1,Octa-Core,8,2.1 GHz,8 GB,6.67 inch,LCD,HD+,720 x 1600 Pixels,90 Hz,Điện dung đa điểm,1000 nits,Adreno 610,256 GB,Không giới hạn,MicroSD,1 TB,Standard,50 MP,5.0 MP,Cảm biến vân tayCảm biến tiệm cậnCảm biến ánh sángCảm biến gia tốcCảm biến la bàn,Mở khóa bằng mật mãMở khoá vân tay cạnh viềnMật khẩu,,2,2 Nano SIM,4G,Cổng sạc: Type C,802.11 a/b/g/n/ac,GPSGLONASSBEIDOUGALILEOQZSS,v5.0,OTG,Lithium polymer,5100 mAh,Sạc nhanh 45 W,Android,Android 14 (ColorOS 14),Củ sạcCáp Type CỐp lưngSách HDSDQue lấy SIM,IP54,,,,,,,,,Kính cường lực Panda,,,,ƒ/2.2,,,,,,,,,,,,,,,,,,,,,
137,OPPO A18 4GB 128GB,3.190.000đ,/dien-thoai/oppo-a18,Trung Quốc,11/2023,12 tháng,163.74 x 75.03 x 8.16 mm,188 g,Nhựa,Helio G85,,8,2 GHz,4 GB,6.56 inch,LCD,HD+,720 x 1612 Pixels,90 Hz,Điện dung đa điểm,,Mali-G52 MP2,64 GB,,MicroSD,1 TB,Standard,2.0 MP,5.0 MP,Cảm biến vân tayCảm biến tiệm cậnCảm biến ánh sángCảm biến gia tốcCảm biến la bàn,Mở khoá vân tay cạnh viềnMở khóa bằng mật mã,,2,2 Nano SIM,4G,Cổng sạc: Type CAudio Jack: Jack 3.5 mm,802.11 a/b/g/n/acDual-band (2.4 GHz/ 5 GHz),GPS,v5.3,OTG,Lithium polymer,5000 mAh,Sạc nhanh 10 W,Android,Android 13.0 (ColorOS 13.1),SạcCáp Type CQue lấy SIMỐp lưngSách HDSD,IP54,,,,,1080p@30fps720p@30fps,,,,Kính cường lực Panda,,,Double rear camera,ƒ/2.2,Depth,Single selfie camera,,16 Triệu,"Để nơi khô ráo, nhẹ tay, dễ vỡ.",Xem trong sách hướng dẫn sử dụng,,,,,,,,,,,,,,,
138,Samsung Galaxy S25 Edge 5G 12GB 256GB,22.450.000đ,/dien-thoai/samsung-galaxy-s25-edge,Việt Nam / Trung Quốc,07/2025,12 tháng,158.2 x 75.6 x 5.8 mm,163 g,Khung viền: Armor aluminum,Qualcomm Snapdragon 8 Elite,,8,,12 GB,6.7 inch,Dynamic AMOLED 2X,FHD+,1440 x 3120 Pixels,120 Hz,,2600 nits,Adreno 830,256 GB,,,,Ống kính góc rộng,12.0 MP,12.0 MP,,Mở khóa vân tayMẫu hìnhPINMật khẩuMở khóa khuôn mặt,Google GeminiSmart Switch (ứng dụng chuyển đổi dữ liệu)Samsung DeX (Kết nối màn hình sử dụng giao diện tương tự PC)Ray TracingNow BriefAuto TrimAudio Eraser,1,"1 eSIM, 1 Nano SIM",,1 Type C,802.11 a/b/g/n,BEIDOUQZSSGALILEOGLONASSGPS,v5.3,NFC,Lithium-ion,3900 mAh,,Android,Android 16,Dây sạcSách HDSDQue lấy SIM,IP68,,,,,FullHD 1080p@240fps,Tự động lấy nét (AF)Xóa phôngLàm đẹp (Beautify),,,Corning Gorilla Glass Victus 2,,,Double rear camera,,,,Super Fast ChargingFast Wireless Charging 2.0Wireless PowerShare,16 Triệu,"Để nơi khô ráo, nhẹ tay, dễ vỡ.",Xem trong sách hướng dẫn sử dụng,,,,,,,,,,,,,,,
139,Samsung Galaxy S25 5G 12GB 256GB,17.690.000đ,/dien-thoai/samsung-galaxy-s25,Việt Nam,01/2025,12 tháng,146.9 x 0.5 x 7.2 mm,162 g,Khung viền: Armor aluminumMặt lưng máy: Kính cường lực,Snapdragon 8 Elite,,8,,12 GB,6.2 inch,Dynamic AMOLED 2X,2K,1080 x 2340 Pixels,120 Hz,,2600 nits,,256 GB,Không giới hạn,Không,,,10.0 MP,12.0 MP,,Mở khóa vân tay dưới màn hình,Thực hiện tác vụ liên ứng dụng bằng lời nóiLọc âm thanhBiên tập Video thông minhKhoanh tròn để tìm kiếmTrợ lý cuộc gọiPhiên dịch viên trực tiếpChọn ảnh chân dung đẹp nhấtTrợ lý Chỉnh ảnhSạc nhanh 45W,2,"2 Nano SIM hoặc 1 eSIM, 1 Nano SIM",2G5G3G4G,1 Type C,Có,GPS,Có,NFC,Lithium-ion,4000 mAh,,Android,Android 15,Dây sạcSách HDSD,IP68,,,,,UHD 8K (7680 x 4320)@30fpsFullHD 1080p@240fpsFullHD 1080p@120fps,Tự động lấy nét (AF),,,Corning Gorilla Glass Victus 2,,,Triple rear camera,,,,,16 Triệu,"Để nơi khô ráo, nhẹ tay, dễ vỡ.",Xem trong sách hướng dẫn sử dụng,,,,,,Có,,,,,,,,,
140,Masstel S7 4GB 128GB,1.990.000đ,/dien-thoai/masstel-s7-4gb,Trung Quốc,05/2025,18 tháng,165 x 76.1 x 8.8 mm,195 g,Khung viền: NhựaMặt lưng máy: Nhựa,Unisoc SC9863A,Octa-Core,8,1.6 GHz,4 GB,6.745 inch,IPS LCD,HD+,720 x 1600 Pixels,60 Hz,Điện dung đa điểm,,GE8322,128 GB,Không giới hạn,MicroSD,256 GB,Wide,13.0 MP,5.0 MP,Cảm biến trọng lựcCảm biến vân tay,Mở khóa khuôn mặtMở khoá vân tay cạnh viền,,2,2 Nano SIM,4G,Cổng sạc: Type CAudio Jack: Jack 3.5 mm,802.11 b/g/n,BDSGLONASSGALILEOGPSA-GPS,v4.2,OTG,Lithium polymer,5000 mAh,Sạc 10 W,Android,Android 14 Go,SạcCápỐp lưngQue lấy SIMSách HDSD,,,,260 ppi,,1080p@30fps,HDR,1080p@30fps,,,,,,ƒ/2.0,Ống kính phụ trợ,,,16.7 Triệu,,,,,,,1.12 µm,,,,,,,,,,
141,Samsung Galaxy S25 Plus 5G 12GB 256GB,22.700.000đ,/dien-thoai/samsung-galaxy-s25-plus,Việt Nam,01/2025,12 tháng,158.4 x 75.8 x 7.3 mm,190 g,Khung viền: Armor aluminumMặt lưng máy: Kính cường lực,Snapdragon 8 Elite,,8,,12 GB,6.7 inch,Dynamic AMOLED 2X,2K,3120 x 1440 Pixels,120 Hz,,2600 nits,,256 GB,Không giới hạn,Không,,,10.0 MP,12.0 MP,,Mở khóa vân tay dưới màn hình,Thực hiện tác vụ liên ứng dụng bằng lời nóiLọc âm thanhBiên tập Video thông minhKhoanh tròn để tìm kiếmTrợ lý cuộc gọiChọn ảnh chân dung đẹp nhấtPhiên dịch viên trực tiếpSạc nhanh 45W,2,"2 Nano SIM hoặc 1 eSIM, 1 Nano SIM",2G3G5G4G,1 Type C,Có,GPS,Có,NFC,Pin Li-ion,4900 mAh,,Android,Android 15,Dây sạcSách HDSD,IP68,,,,,UHD 8K (7680 x 4320)@30fpsFullHD 1080p@240fpsFullHD 1080p@120fps,Tự động lấy nét (AF),,,Corning Gorilla Glass Victus 2,,,Triple rear camera,,,,,16 Triệu,"Để nơi khô ráo, nhẹ tay, dễ vỡ.",Xem trong sách hướng dẫn sử dụng,,,,,,Có,,,,,,,,,
142,Nokia 3210 4G,1.490.000đ,/dien-thoai/nokia-3210-4g,Trung Quốc,06/2024,12 tháng,122 x 52 x 13.14 mm,200 g,Khung máy: Nhựa,Unisoc T107,Đang cập nhật,,1 GHz,64 MB,2.4 inch,,QVGA,320 x 240 Pixels,,,,Đang cập nhật,128 MB,2000,,32 GB,,,,,,Ghi âm cuộc gọi,2,2 Nano SIM,4G,Type C,,,Có,,Pin có thể tháo rời,1450 mAh,,No OS,Không,,,,,,,,,,,,,,Single rear camera,,,,,,,,,,,,,,,,,,,,,,
143,Itel IT8010 4G,349.000đ,/dien-thoai/itel-it8010-4g,Trung Quốc,07/2024,12 tháng,127 x 54.2 x 11.63 mm,241 g,Khung máy: Nhựa,,,,,,2 inch,,QVGA,120 x 160 Pixels,,,,,16 MB,,,,,,,,,Ghi âm cuộc gọi,2,2 Micro SIM,4G,,,,,Radio FM,,1000 mAh,,,,,,,,,,,,,,,,,,,,,Pin có thể tháo rời,,,Xem trong sách hướng dẫn sử dụng,,,,,,,,,,,,,,,
