name;price;display_size;display_tech;back_cam;front_cam;CPU;NFC;RAM;storage_cap;battery;SIM;resolution;screen_func;os;Loại CPU;size;weight;material;refresh_rate;GPU;external_storage;waterproof;max_charging;security;external_stoage
samsung galaxy a07;0.0;6.7 inches;PLS LCD;50 MP, F1.8 + 2 MP, F2.4;8 MP, F2.0;MediaTek Dimensity 6300 5G;;4 GB;128 GB;6000 mAh;2 Nano-SIM;720 x 1600 pixel;Tần số quét: 120HzĐộ sâu màu sắc:16M;Android;8 nhân, 2.4GHz, 2GHz;176 x 86 X 27.5 mm;275 g;Đang cập nhật;120;Mali-G57;;IP54;25 W;Mở khoá vân tay cạnh viền;MicroSD, hỗ trợ tối đa 2 TB
samsung galaxy a07;0.0;6.7 inches;PLS LCD;50 MP, F1.8 + 2 MP, F2.4;8 MP, F2.0;MediaTek Dimensity 6300 5G;;4 GB;128 GB;6000 mAh;2 Nano-SIM;720 x 1600 pixel;Tần số quét: 120HzĐộ sâu màu sắc:16M;Android;8 nhân, 2.4GHz, 2GHz;167.4 x 77.4 x 7.6 mm;184 g;Đang cập nhật;120 Hz;Adreno 830;;IP54;25 W;Mở khoá vân tay cạnh viền;MicroSD, hỗ trợ tối đa 1.5 TB
samsung galaxy a07;0.0;6.7 inches;PLS LCD;50 MP, F1.8 + 2 MP, F2.4;8 MP, F2.0;MediaTek Dimensity 6300 5G;;4 GB;128 GB;6000 mAh;2 Nano-SIM;720 x 1600 pixel;Tần số quét: 120HzĐộ sâu màu sắc:16M;Android;8 nhân, 2.4GHz, 2GHz;167.4 x 77.4 x 7.6 mm;184 g;Đang cập nhật;120 Hz;Adreno 830;;IP54;25 W;Mở khoá vân tay cạnh viền;MicroSD, hỗ trợ tối đa 2 TB
oppo reno14;15500000.0;6.59 inches;AMOLED;Chính 50MP OIS, F/1.8Tele 50MP OIS, F/2.8Góc rộng 8MP, F/2.2;50MP, F/2.0;MediaTek Dimensity 8350 5G, tối đa 3.35GHz;Có;12 GB;256 GB;6000mAh;2 Nano-SIM;1256 x 2760 pixels;Tần số quét 120Hz, độ sáng 1200 nits, kính GG7i;ColorOS 15, Android 15;8 nhân, 3.35GHz;157.9 x 74.73 x 7.42 mm;187 g;Khung máy: Hợp kim nhômMặt lưng máy: Kính;120 Hz;Mali-G615 MC6;;IP66, IP68, IP69;80 W;Mở khoá vân tay dưới màn hình;
xiaomi poco x7;8490000.0;6.67 inches;AMOLED;Camera chính: 50MP, f/1.5Camera góc siêu rộng: 8MP, f/2.2Camera macro: 2MP, f/2.4;20MP, f/2.2;Powerful Dimensity 7300-Ultra;Có;12 GB;512 GB;5110mAh;2 Nano-SIM;2712 x 1220 pixels;Tần số quét: 120Hz, 500 nits, Độ sâu màu: 12bit, Tỷ lệ tương phản: 5.000.000:1, DCI-P3, Kính Corning® Gorilla® Victus® 2, Dolby Vision, HDR10+;Xiaomi HyperOS;Octa-core CPU, up to 2.5GHz;162.3 x 74.4 x 8.4 mm;185.5 g;Khung máy: NhựaMặt lưng máy: Nhựa cao cấp;120 Hz;Mali-G615 MC2;Không;IP68;;;
samsung galaxy s25 fe;18590000.0;6.7 inches;Dynamic AMOLED 2X;50MP, f/1.8 góc rộng12MP, f/2.2 góc siêu rộng8MP, f/2.4 Tele;12MP, f/2.2;Exynos 2400;Có;8 GB;512 GB;4900 mAh;2 Nano-SIM + eSIM;1080 x 2340 pixels (FullHD+);Độ sáng tối đa 1900 nitsGorilla® Victus+16 triệu màu;Android 16, One UI 8;10 nhân (3.2 GHz, 2.9 GHz, 2.6 GHz, 1.95 GHz);Dài 161.3 mm - Ngang 76.6 mm - Dày 7.4 mm - Nặng 190 g;;Khung nhôm & Mặt lưng kính cường lực;;Đang cập nhật;;IP68;45 W;Mở khoá vân tay dưới màn hình;
sony xperia 1 vii;27090000.0;6.5 inches;OLED;Chính 52MP, f/1.9Tele 12MP, f/2.3–f/3.5Góc siêu rộng 50MP, f/2.0;12MP, f/2.0;Snapdragon® 8 Elite;Có;12 GB;256 GB;5.000 mAh;2 SIM (Nano-SIM);1080 x 2340 pixels (FullHD+);DCI-P3 100%, BT.2020, 10-bit, cảm biến ánh sáng trước/sau;Android 15;Kryo;;;;;;;;;;
samsung galaxy a06;2790000.0;6.7 inches;PLS LCD;50.0 MP, f/1.8 2.0 MP, f/2.4;8.0 MP, f/2.0;MediaTek Helio G85;;4 GB;128 GB;5000 mAh;2 SIM (Nano-SIM);720 x 1600 pixel;16 triệu màu;Android;8 nhân 2GHz, 1.8GHz;Dài 167.3 mm - Ngang 77.3 mm - Dày 8 mm - Nặng 191 g;;Khung & Mặt lưng nhựa;;Mali-G57;;IP54;25 W;Mở khoá vân tay cạnh viền;MicroSD, hỗ trợ tối đa 1.5 TB
samsung galaxy a06;2790000.0;6.7 inches;PLS LCD;50.0 MP, f/1.8 2.0 MP, f/2.4;8.0 MP, f/2.0;MediaTek Helio G85;;4 GB;128 GB;5000 mAh;2 SIM (Nano-SIM);720 x 1600 pixel;16 triệu màu;Android;8 nhân 2GHz, 1.8GHz;Dài 167.3 mm - Ngang 77.3 mm - Dày 8 mm - Nặng 189 g;;Khung & Mặt lưng nhựa;;Mali-G52;;;25 W;Mở khoá vân tay cạnh viền;MicroSD, hỗ trợ tối đa 1 TB
tecno pova 7;4490000.0;6.78 inches;IPS LCD;108M+2M;8MP;MediaTek Helio G100 Utimate;Có;8 GB;128 GB;7000mAh;2 Nano-SIM;1080x2460 pixels;Tần số quét 120Hz, FHD+, Độ sáng tối đa 900nits;Android 15;2*A76 up to 2.2Ghz, 6*A55 up to 2.0Ghz;168.6 x 76.6 x 9.31mm;226 g;Khung máy: NhựaMặt lưng máy: Nhựa;120 Hz;Mali-G57;MicroSD;IP64;45 W;Mở khóa bằng vân tay;MicroSD, hỗ trợ tối đa 1 TB
tecno pova 7;4490000.0;6.78 inches;IPS LCD;108M+2M;8MP;MediaTek Helio G100 Utimate;Có;8 GB;128 GB;7000mAh;2 Nano-SIM;1080x2460 pixels;Tần số quét 120Hz, FHD+, Độ sáng tối đa 900nits;Android 15;2*A76 up to 2.2Ghz, 6*A55 up to 2.0Ghz;168.6 x 76.6 x 9.31mm;226 g;Khung máy: NhựaMặt lưng máy: Nhựa;120 Hz;Mali-G57;MicroSD;IP64;45 W;Mở khóa bằng vân tay;MicroSD, hỗ trợ tối đa 1 TB
samsung galaxy a07;4290000.0;6.7 inches;IPS LCD;Chính 50 MPPhụ 2 MP;8 MP;MediaTek Helio G99;Không;8 GB;256 GB;Li-Ion 5000 mAh;2 Nano-SIM;720 x 1600 pixel;Độ sáng tối đa 480 nitsKính cường lực Panda;Android 15;8 nhân (2 nhân 2.2 GHz & 6 nhân 2.0 GHz);167.4 x 77.4 x 7.6 mm;184 g;Đang cập nhật;90 Hz;Adreno 830;;IP54;25 W;Mở khoá vân tay cạnh viền;MicroSD, hỗ trợ tối đa 1.5 TB
samsung galaxy a07;4290000.0;6.7 inches;IPS LCD;Chính 50 MPPhụ 2 MP;8 MP;MediaTek Helio G99;Không;8 GB;256 GB;Li-Ion 5000 mAh;2 Nano-SIM;720 x 1600 pixel;Độ sáng tối đa 480 nitsKính cường lực Panda;Android 15;8 nhân (2 nhân 2.2 GHz & 6 nhân 2.0 GHz);167.4 x 77.4 x 7.6 mm;184 g;Đang cập nhật;90 Hz;Adreno 830;;IP54;25 W;Mở khoá vân tay cạnh viền;MicroSD, hỗ trợ tối đa 2 TB
samsung galaxy a07;4290000.0;6.7 inches;IPS LCD;Chính 50 MPPhụ 2 MP;8 MP;MediaTek Helio G99;Không;8 GB;256 GB;Li-Ion 5000 mAh;2 Nano-SIM;720 x 1600 pixel;Độ sáng tối đa 480 nitsKính cường lực Panda;Android 15;8 nhân (2 nhân 2.2 GHz & 6 nhân 2.0 GHz);176 x 86 X 27.5 mm;275 g;Đang cập nhật;120;Mali-G57;;IP54;25 W;Mở khoá vân tay cạnh viền;MicroSD, hỗ trợ tối đa 1.5 TB
samsung galaxy a07;4290000.0;6.7 inches;IPS LCD;Chính 50 MPPhụ 2 MP;8 MP;MediaTek Helio G99;Không;8 GB;256 GB;Li-Ion 5000 mAh;2 Nano-SIM;720 x 1600 pixel;Độ sáng tối đa 480 nitsKính cường lực Panda;Android 15;8 nhân (2 nhân 2.2 GHz & 6 nhân 2.0 GHz);176 x 86 X 27.5 mm;275 g;Đang cập nhật;120;Mali-G57;;IP54;25 W;Mở khoá vân tay cạnh viền;MicroSD, hỗ trợ tối đa 2 TB
samsung galaxy a07;4290000.0;6.7 inches;IPS LCD;Chính 50 MPPhụ 2 MP;8 MP;MediaTek Helio G99;Không;8 GB;256 GB;Li-Ion 5000 mAh;2 Nano-SIM;720 x 1600 pixel;Độ sáng tối đa 480 nitsKính cường lực Panda;Android 15;8 nhân (2 nhân 2.2 GHz & 6 nhân 2.0 GHz);167.4 x 77.4 x 7.6 mm;184 g;Đang cập nhật;120 Hz;Adreno 830;;IP54;25 W;Mở khoá vân tay cạnh viền;MicroSD, hỗ trợ tối đa 1.5 TB
samsung galaxy a07;4290000.0;6.7 inches;IPS LCD;Chính 50 MPPhụ 2 MP;8 MP;MediaTek Helio G99;Không;8 GB;256 GB;Li-Ion 5000 mAh;2 Nano-SIM;720 x 1600 pixel;Độ sáng tối đa 480 nitsKính cường lực Panda;Android 15;8 nhân (2 nhân 2.2 GHz & 6 nhân 2.0 GHz);167.4 x 77.4 x 7.6 mm;184 g;Đang cập nhật;120 Hz;Adreno 830;;IP54;25 W;Mở khoá vân tay cạnh viền;MicroSD, hỗ trợ tối đa 2 TB
iphone 11;0.0;6.1 inches;IPS LCD;Camera kép 12MP:- Camera góc rộng: ƒ/1.8 aperture- Camera siêu rộng: ƒ/2.4 aperture;12 MP, ƒ/2.2 aperture;A13 Bionic;Có;4 GB;128 GB;3110 mAh;Nano-SIM + eSIM;1792 x 828 pixel;True-tone;iOS 13 hoặc cao hơn (Tùy vào phiên bản phát hành);Hexa-core;;;;;;;;;;
samsung galaxy a16 lte;3490000.0;6.7 inches;Super AMOLED;Camera góc rộng: 50MPCamera góc siêu rộng: 5MP Camera Macro: 2MP  Khẩu độ (Đa khẩu độ): F1.8 , F2.2 , F2.4;13MP;MediaTek Helio G99;Có;4 GB;128 GB;5,000mAh;2 Nano-SIM;1080 x 2340 pixels (FullHD+);90Hz;Android 15;2.2GHz,2.0GHz Octa-Core;;;;;;;;;;
nubia neo 2;4290000.0;6.72 inches;IPS LCD;Camera góc rộng: 50 MP, f/1.8, PDAFCamera đo độ sâu: 2 MP, f/2.4;16MP;Unisoc T820 (6 nm);Có;8 GB;256 GB;6000mAh;2 SIM (Nano-SIM);1080 x 2400 pixels (FullHD+);Corning Gorilla Glass, 400 ppiTần số quét 120Hz;Android 13;1x2.7 GHz Cortex-A76 & 3x2.3 GHz Cortex-A76 & 4x2.1 GHz Cortex-A55;;;;;;;;;;
samsung galaxy s25 plus;25490000.0;6.7 inches;Dynamic AMOLED 2X;Camera siêu rộng 12MP  Camera góc rộng 50MPCamera Tele 10MP;12MP;Snapdragon 8 Elite dành cho Galaxy (3nm);Có;12 GB;512 GB;4900 mAh;2 Nano-SIM + eSIM;3120 x 1440 pixels (Quad HD+);120Hz2600 nitsCorning® Gorilla® Armor 2;Android;Tốc độ CPU: 4.47GHz, 3.5GHz  8 nhân;158.4 x 75.8 x 7.3 mm;190 g;Khung viền: Armor aluminumMặt lưng máy: Kính cường lực;120 Hz;Adreno 830;Không;IP68;45 W;Mở khoá vân tay dưới màn hình;
iphone air;35990000.0;6.5 inches;Super Retina XDR;48MP Fusion Main f/1.6;18MP Center Stage f/1.6;Chip A19 Pro;Có;12 GB;1 TB;Xem video: 27 giờXem video trực tuyến: 22 giờ;2 eSIM;2736 x 1260 pixels;Dynamic IslandMàn hình luôn bậtHDR460 ppiTrue ToneDải màu rộng (P3)Haptic TouchTỷ lệ tương phản 2.000.000:1Độ sáng 1000 nit (typ)Đỉnh 1600 nit (HDR)Đỉnh 3000 nit (ngoài trời)Lớp phủ chống vân tay, chống phản chi;iOS 26;6 lõi (2 hiệu năng + 4 tiết kiệm điện);156.2 x 74.7 x 5.64 mm;165 g;Mặt lưng máy: Ceramic ShieldKhung máy: Titanium;120 Hz;Apple GPU 5 nhân;;IP68;20 W;Mở khoá khuôn mặt Face ID;
iphone air;35990000.0;6.5 inches;Super Retina XDR;48MP Fusion Main f/1.6;18MP Center Stage f/1.6;Chip A19 Pro;Có;12 GB;1 TB;Xem video: 27 giờXem video trực tuyến: 22 giờ;2 eSIM;2736 x 1260 pixels;Dynamic IslandMàn hình luôn bậtHDR460 ppiTrue ToneDải màu rộng (P3)Haptic TouchTỷ lệ tương phản 2.000.000:1Độ sáng 1000 nit (typ)Đỉnh 1600 nit (HDR)Đỉnh 3000 nit (ngoài trời)Lớp phủ chống vân tay, chống phản chi;iOS 26;6 lõi (2 hiệu năng + 4 tiết kiệm điện);156.2 x 74.7 x 5.64 mm;165 g;Mặt lưng máy: Ceramic ShieldKhung máy: Titanium;120 Hz;Apple GPU 5 nhân;;IP68;20 W;Mở khoá khuôn mặt Face ID;
samsung galaxy z fold 6;29990000.0;7.6 inches;Dynamic AMOLED 2X;Camera góc rộng: 50.0 MP, f/1.8, Thu phóng quang học 2x  Camera chụp góc siêu rộng: 12.0 MP, f/2.2   Camera ống kính tele: 10.0 MP, f/2.4, Thu phóng Quang học 3x;Camera bên ngoài:10 MP, f/2.2 Camera bên trong: 4 MP, F1.8;Snapdragon 8 Gen 3 for Galaxy Tăng lên 42% AI;Có;12 GB;256 GB;4400 mAh;SIM 1 + SIM 2 / SIM 1 + eSIM / 2 eSIM;2160 x 1856 (QXGA+);"Màn hình chính: 7.6"", Dynamic AMOLED 2X, 120Hz, độ sâu màu sắc 16M, 2600nitsMàn hình phụ: 6.3"", 968 x 2376 (HD+), Dynamic AMOLED 2XKính cường lực Corning® Gorilla® Glass Victus® 2";Android;8 nhân 3.39 GHz, 3.1GHz, 2.9GHz, 2.2GHz;;;;;;;;;;
meizu mblu note 21 pro nfc;0.0;6.78 inches;IPS LCD;64 MP + 2 MP;13 MP;Mediatek Helio G99 (6 nm);Có;8 GB;256 GB;5000mAh;2 Nano-SIM;1080 x 2400 pixels (FullHD+);Mật độ điểm ảnh 388ppi, tần số quét 120Hz, độ sáng tối đa 550 nits;Android 14, Flyme AIOS;8 nhân (2 x 2.2 GHz Cortex-A76 và  6 x 2.0 GHz Cortex-A55);;;;;;;;;;
oppo a58;4500000.0;6.72 inches;IPS LCD;Cảm biến chính 50MP  Cảm biến độ sâu 2MP;8MP;MediaTek Helio G85 8 nhân;Không;8 GB;128 GB;5,000mAh;2 SIM (Nano-SIM);1080 x 2412 pixels;Tần số quét 60 Hz680 nits, Kính cường lực Panda;Android 13;2.0 GHz;165.65 x 75.98 x 7.99 mm;192 g;Mặt lưng máy: Thủy tinh hữu cơKhung máy: Hợp kim;60 Hz;Mali-G52 MP2;MicroSD;IP54;;;
samsung galaxy s26;25490000.0;6.3 inches;Dynamic AMOLED 2X;Camera siêu rộng: 12MPCamera góc rộng: 50MPCamera Tele: 10MP;12MP;Exynos 2600 (2nm);Có;12 GB;512 GB;4300 mAh;2 Nano-SIM + eSIM;2340 x 1080-pixel;Tần số quét: 1-120HzĐộ sáng tối đa: 2600 nits;Android;;149.6 x 71.7 x 7.2 mm;167 g;Khung viền: Armor aluminum;120 Hz;Đang cập nhật;;IP68;25 W;Mở khoá vân tay dưới màn hình;
honor magic v5;41990000.0;6.43 inches;OLED;Camera góc siêu rộng 50MP (khẩu độ f/2.0)Camera góc rộng 50MP (khẩu độ f/1.6, OIS)Camera tele 64MP (khẩu độ f/2.5, OIS);Màn hình trong: Camera góc rộng 20MP (f/2.2)Màn hình ngoài: Camera góc rộng 20MP (f/2.2);Qualcomm Snapdragon 8 Elite;Có;16 GB;512 GB;5820 mAh;SIM 1 + SIM 2 / SIM 1 + eSIM / 2 eSIM;Chính: 2172 x 2352 Pixels & Phụ: 1060 x 2376 Pixels;Màn hình trong: 2352 x 2172 pixelMàn hình ngoài: 2376 x 1060 pixel1,07 tỷ màu, Màn hình chăm sóc mắt cận thị AI, tần số 4320Hz PWM giảm nháy sáng, Điều chỉnh độ sáng động, Màn hình đêm theo nhịp sinh học, Màn hình tông màu tự nhiên;MagicOS 9.0.1 (Dựa trên Android 15);Tám nhân (2×Prime 4,32 GHz+6×Performance 3,53 GHz);Dài 156.8 mm - Ngang 145.9 mm (khi mở) | 74.3 mm (khi gập) - Dày 8.8 mm (khi gập - màu Trắng) & 9 mm (khi gập - màu Vàng, Đỏ, Đen) | 4.1 mm (khi mở - màu Trắng) & 4.2 mm (khi mở - màu Vàng, Đỏ, Đen) - Nặng 217g (Trắng) | 222g (Vàng, Đỏ, Đen);;Khung & Mặt lưng kim loại;;Adreno 830;;IP58 & IP59;66 W;Mở khoá vân tay cạnh viền;
samsung galaxy z fold7;42290000.0;8.0 inches;Dynamic AMOLED 2X;200 MP, F1.7 + 12 MP, F2.2 + 10 MP, F2.4;10MP, F2.2;Snapdragon® 8 Elite 3nm for Galaxy;Có;12 GB;512 GB;4400mAh;2 Nano-SIM;2520 x 1080 Pixels;"Tần số quét: 120 HzĐộ phân giải màn hình chính: 2184 x 1968 (QXGA+)Kích cỡ màn hình phụ: 6.5""Độ phân giải màn hình phụ: 2520 x 1080 (FHD+)Độ sâu màu sắc: 16M";Android;8 nhân, 4.47GHz, 3.5GHz;158.4 x 143.2 x 4.2 mm;215 g;Đang cập nhật;;Adreno750;;IPX8;25 W;Mở khoá vân tay cạnh viền;
oppo a3;4500000.0;6.67 inches;LCD;50MP, Khẩu độ F/1.8;5 MP, Khẩu độ F/2.2;Snapdragon 6s 4G Gen1, tối đa 2.1GHz;Không;6 GB;128 GB;5100mAh;2 SIM (Nano-SIM);720 x 1604 (HD+);16 triệu màu, 90Hz, Kính cường lực Panda, độ sáng 1000 nit;ColorOS 14, nền tảng Android 14;;165.7 x 76 x 7.68 mm;186 g;Khung máy: Nhựa cao cấp;90 Hz;Adreno 610;MicroSD;IP54;45 W;Mở khoá vân tay cạnh viền;MicroSD, hỗ trợ tối đa 1 TB
oppo a3;4500000.0;6.67 inches;LCD;50MP, Khẩu độ F/1.8;5 MP, Khẩu độ F/2.2;Snapdragon 6s 4G Gen1, tối đa 2.1GHz;Không;6 GB;128 GB;5100mAh;2 SIM (Nano-SIM);720 x 1604 (HD+);16 triệu màu, 90Hz, Kính cường lực Panda, độ sáng 1000 nit;ColorOS 14, nền tảng Android 14;;165.7 x 76 x 7.68 mm;186 g;Khung máy: Nhựa cao cấp;90 Hz;Adreno 610;MicroSD;IP54;45 W;Mở khoá vân tay cạnh viền;MicroSD, hỗ trợ tối đa 1 TB
xiaomi redmi note 13;3790000.0;6.67 inches;AMOLED;Chính 108 MP & Phụ 8 MP, 2 MP;16MP;Snapdragon 685;Không;6 GB;128 GB;5000 mAh;2 SIM (Nano-SIM);1080 x 2400 pixels (FullHD+);Tần số quét 120Hz;Android 13;CPU lõi tám, tốc độ lên tới 2,8 GHz;;;;;;;;;;
oppo reno13 f;8990000.0;6.67 inches;AMOLED;Camera chính: 50MP OIS,  F/1.8 Camera góc rộng: 8MP,  F/2.2 Camera Marco: 2MP, F/2.4;32MP, F/2.4;Qualcomm Snapdragon 6 Gen1 5G, tối đa 2.2GHz;Có;12 GB;256 GB;5800mAh (Typ);2 Nano-SIM;1080 x 2400 pixels (FullHD+);120Hz, Kính cường lực AGC DT Star2, 1200 nits, 16 triệu màu;ColorOS 15, nền tảng Android 15;;162.2 x 75.05 x 7.76 mm;192 g;Khung máy: Nhựa cao cấpMặt lưng máy: Thủy tinh hữu cơ;120 Hz;ARM Mali G57;MicroSD;IP66, IP68, IP69;45 W;Mở khoá vân tay dưới màn hình;MicroSD, hỗ trợ tối đa 2 TB
oppo reno13 f;8990000.0;6.67 inches;AMOLED;Camera chính: 50MP OIS,  F/1.8 Camera góc rộng: 8MP,  F/2.2 Camera Marco: 2MP, F/2.4;32MP, F/2.4;Qualcomm Snapdragon 6 Gen1 5G, tối đa 2.2GHz;Có;12 GB;256 GB;5800mAh (Typ);2 Nano-SIM;1080 x 2400 pixels (FullHD+);120Hz, Kính cường lực AGC DT Star2, 1200 nits, 16 triệu màu;ColorOS 15, nền tảng Android 15;;162.2 x 75.05 x 7.76 mm;192 g;Khung máy: Nhựa cao cấpMặt lưng máy: Thủy tinh hữu cơ;120 Hz;Adreno 710;MicroSD;IP66, IP68, IP69;45 W;Mở khoá vân tay dưới màn hình;MicroSD, hỗ trợ tối đa 2 TB
nothing phone 3a;8790000.0;6.77 inches;AMOLED;Camera chính: 50MP, F1.88Camera góc siêu rộng: 8MP, F2.2Camera Tele: 50MP, F2.0;32MP, F2.2;Qualcomm SM7635 Snapdragon 7s Gen 3;Có;8 GB;128 GB;5000mAh;2 Nano-SIM;1080 x 2392 pixels;120Hz, NTSC 105%, 387 ppi, 3000nit, 1.07 tỷ màu, DCI-P3 100%, HDR10+;Nothing OS 3.1 (Based on Android 15);;;;;;;;;;;
oppo a5i pro;0.0;6.67 inches;LCD;50MP (Chính) Khẩu độ F/1.82MP (Mono) Khẩu độ F/2.4;5 MP Khẩu độ F/2.2;Snapdragon 6s 4G Gen1, tối đa 2.1GHz;Có;8 GB;128 GB;6000mAh;2 SIM (Nano-SIM);720 x 1604 (HD+);720 x 1604 (HD+), 16 triệu màu, độ sáng tối đa 1000 nits;ColorOS 15 (nền tảng Android 15);;165.71 x 76.24 x 7.99 mm;193 g;Mặt lưng máy: Thủy tinh hữu cơKhung viền: Nhựa;90 Hz;Adreno 610;;IP65;45 W;Mở khoá vân tay cạnh viền;MicroSD, hỗ trợ tối đa 1 TB
oppo a5i pro;0.0;6.67 inches;LCD;50MP (Chính) Khẩu độ F/1.82MP (Mono) Khẩu độ F/2.4;5 MP Khẩu độ F/2.2;Snapdragon 6s 4G Gen1, tối đa 2.1GHz;Có;8 GB;128 GB;6000mAh;2 SIM (Nano-SIM);720 x 1604 (HD+);720 x 1604 (HD+), 16 triệu màu, độ sáng tối đa 1000 nits;ColorOS 15 (nền tảng Android 15);;165.71 x 76.24 x 7.99 mm;193 g;Mặt lưng máy: Thủy tinh hữu cơKhung viền: Nhựa;90 Hz;Adreno 610;;IP65;45 W;Mở khoá vân tay cạnh viền;MicroSD, hỗ trợ tối đa 1 TB
tecno camon 40 pro;5590000.0;6.78 inches;AMOLED;50MP, ƒ/1.8Góc siêu rộng 8MP;50MP;Mediatek Helio G100 Ultimate;Có;8 GB;256 GB;5200mAh;2 Nano-SIM;1080 x 2436 Pixels;Màn hình cong đôiFHD+Tần số quét 120HzĐộ sáng màn hình 1300 nitsHDR;Android 15;;164,44 x 74,32 x 7,31mm;178 g;Khung máy: NhựaMặt lưng máy: Nhựa;120 Hz;Mali-G57 MC2;MicroSD;IP68, IP69;;;
oppo a6 pro;0.0;6.57 inches;AMOLED;50MP (Chính, f/1.8) + 2MP (Mono, f/2.4), có đèn flash;16MP, f/2.4;MediaTek Helio G100, tối đa 2.2GHz;Có;8 GB;128 GB;7000mAh;2 Nano SIM (Sim 2 chung khe với thẻ nhớ);1080 x 2372 pixels (FullHD+);1 tỷ màu, Độ sáng tối đa 1400 nits;ColorOS 15 (Android 15);8 nhân, tối đa 2.2GHz;158.2 x 75.02 x 8mm -  Viền mỏng 2.23mm;188 g;Khung máy: NhựaMặt lưng máy: Thủy tinh hữu cơ;120 Hz;Mali-G57 MC2;;IP66, IP68, IP69;80 W;Mở khoá vân tay dưới màn hình;MicroSD, hỗ trợ tối đa 2 TB
oppo a6 pro;0.0;6.57 inches;AMOLED;50MP (Chính, f/1.8) + 2MP (Mono, f/2.4), có đèn flash;16MP, f/2.4;MediaTek Helio G100, tối đa 2.2GHz;Có;8 GB;128 GB;7000mAh;2 Nano SIM (Sim 2 chung khe với thẻ nhớ);1080 x 2372 pixels (FullHD+);1 tỷ màu, Độ sáng tối đa 1400 nits;ColorOS 15 (Android 15);8 nhân, tối đa 2.2GHz;158.2 x 75.02 x 8mm -  Viền mỏng 2.23mm;188 g;Khung máy: NhựaMặt lưng máy: Thủy tinh hữu cơ;120 Hz;Mali-G57 MC2;;IP66, IP68, IP69;80 W;Mở khoá vân tay dưới màn hình;MicroSD, hỗ trợ tối đa 2 TB
honor x7d;5890000.0;6.77 inches;TFT LCD;108 MP, f/1.8 + 2MP;8MP, f/2.0;Qualcomm Snapdragon 685;;8 GB;256 GB;6500 mAh;Nano-SIM;720 x 1610 Pixels;Độ phân giải HD+ (720 × 1.610 px), 120 Hz;Android 15, MagicOS 9.0;8 nhân: 4 × Cortex-A73 (2,8 GHz) + 4 × Cortex-A53 (1,9 GHz);166.89 x 76.8 x 8.24 mm;208 g;Mặt lưng máy: NhựaKhung máy: Nhựa;120 Hz;Adreno 610;;IP65;35 W;Mở khoá vân tay cạnh viền;
honor x7d;5890000.0;6.77 inches;TFT LCD;108 MP, f/1.8 + 2MP;8MP, f/2.0;Qualcomm Snapdragon 685;;8 GB;256 GB;6500 mAh;Nano-SIM;720 x 1610 Pixels;Độ phân giải HD+ (720 × 1.610 px), 120 Hz;Android 15, MagicOS 9.0;8 nhân: 4 × Cortex-A73 (2,8 GHz) + 4 × Cortex-A53 (1,9 GHz);166.89 x 76.8 x 8.24 mm;208 g;Mặt lưng máy: NhựaKhung máy: Nhựa;120 Hz;Adreno 610;;IP65;35 W;Mở khoá vân tay cạnh viền;
oppo a3;5780000.0;6.67 inches;LCD;50MP, Khẩu độ F/1.8;5 MP, Khẩu độ F/2.2;Snapdragon 6s 4G Gen1, tối đa 2.1GHz;Không;8 GB;256 GB;5100mAh;2 SIM (Nano-SIM);720 x 1604 (HD+);16 triệu màu, 90Hz, Kính cường lực Panda, độ sáng 1000 nit;ColorOS 14, nền tảng Android 14;;165.7 x 76 x 7.68 mm;186 g;Khung máy: Nhựa cao cấp;90 Hz;Adreno 610;MicroSD;IP54;45 W;Mở khoá vân tay cạnh viền;MicroSD, hỗ trợ tối đa 1 TB
oppo a3;5780000.0;6.67 inches;LCD;50MP, Khẩu độ F/1.8;5 MP, Khẩu độ F/2.2;Snapdragon 6s 4G Gen1, tối đa 2.1GHz;Không;8 GB;256 GB;5100mAh;2 SIM (Nano-SIM);720 x 1604 (HD+);16 triệu màu, 90Hz, Kính cường lực Panda, độ sáng 1000 nit;ColorOS 14, nền tảng Android 14;;165.7 x 76 x 7.68 mm;186 g;Khung máy: Nhựa cao cấp;90 Hz;Adreno 610;MicroSD;IP54;45 W;Mở khoá vân tay cạnh viền;MicroSD, hỗ trợ tối đa 1 TB
xiaomi redmi 15c nfc;4490000.0;6.9 inches;LCD;50MP, Ống kính -5P, f/1.8;8MP f/2.0;MediaTek Helio G81-Ultra;Có;8 GB;256 GB;6000mAh;2 SIM (Nano-SIM);1600 x 720 pixels (HD+);Độ sáng 660 nits810 nits (HBM)Tỉ lệ tương phản 1200:1Cảm ứng 240HzĐạt chứng nhận TÜV Rheinland: Giảm ánh sáng xanh, Không nhấp nháy, Thân thiện nhịp sinh họcHỗ trợ DC Dimming giảm nhấp nháy;Xiaomi HyperOS 2;Octa-core (Cortex-A75 + Cortex-A55), tốc độ tối đa 2.0GHz;;;;;;;;;;
oppo a79;7060000.0;6.72 inches;;Camera chính: 50MP;;;;;;;;;;;;;;;;;;;;;
oppo find x5 pro;12990000.0;6.7 inches;AMOLED;Camera chính: 50MP, f/1.7  Camera góc rộng: 50MP, f/2.2;;;;;;;;;;;;;;;;;;;;;
