name,price,link,Hệ điều hành,Chip xử lý (CPU),Tốc độ CPU,Chip đồ họa (GPU),RAM,Dung lượng lưu trữ,Dung lượng còn lại (khả dụng) khoảng,Danh bạ,Độ phân giải camera sau,Quay phim camera sau,Đèn Flash camera sau,Tính năng camera sau,Độ phân giải camera trước,Tính năng camera trước,Công nghệ màn hình,Độ phân giải màn hình,Màn hình rộng,Độ sáng tối đa,Mặt kính cảm ứng,Dung lượng pin,Loại pin,Hỗ trợ sạc tối đa,Công nghệ pin,Bảo mật nâng cao,Tính năng đặc biệt,"Kháng nước, bụi",Ghi âm,Xem phim,Mạng di động,SIM,Wifi,GPS,Bluetooth,Cổng kết nối/sạc,Jack tai nghe,Kết nối khác,Thiết kế,Chất liệu,"Kích thước, khối lượng",Thời điểm ra mắt,Hãng,description,brand,sku,mpn,price_json,currency,Sạc kèm theo máy,Nghe nhạc,Radio,Thẻ nhớ,Đèn pin
Điện thoại realme Note 80 4GB/64GB,3.590.000₫,https://www.thegioididong.com/dtdd/realme-note-80-4gb-64gb,Android 15,Unisoc T7250 8 nhân,2 nhân 1.8 GHz & 6 nhân 1.6 GHz,Mali-G57 MP1,4 GB,64 GB,48 GB,Không giới hạn,8 MP,FullHD 1080p@30fps,Có,Trôi nhanh thời gian (Time Lapse),5 MP,Làm đẹp,LCD,HD+ (720 x 1600 Pixels),"6.74"" - Tần số quét 90 Hz",563 nits,Kính cường lực Corning Gorilla Glass,6300 mAh,Li-Ion,15 W,Tiết kiệm pin,Mở khoá vân tay cạnh viền,Trình vệ sinh loa,IP54,Ghi âm mặc định,WEBM,Hỗ trợ 4G,2 Nano SIM hoặc 1 Nano SIM + 1 thẻ nhớ,Wi-Fi hotspot,GPS,v5.2,Type-C,3.5 mm,OTG,Nguyên khối,Khung nhựa & Mặt lưng nhựa Composite,Dài 167.2 mm - Ngang 76.6 mm - Dày 7.94 mm - Nặng 197 g,03/2026,realme. <span class='parameter__manu'>Xem thông tin hãng</span>,"Điện thoại realme Note 80 4GB/64GB giá tốt, nhận ưu đãi lên đến 150.000đ, bảo hành mở rộng 18 tháng, trả chậm 0% lãi suất - trả trước 0đ. Mua ngay đến 30/4!",['realme'],363437,363437,3690000.0,VND,15 W,WAV,,"MicroSD, hỗ trợ tối đa 2 TB",
Điện thoại Samsung Galaxy S25 FE 5G 8GB/128GB,13.790.000₫,https://www.thegioididong.com/dtdd/samsung-galaxy-s25-fe-5g-8gb-128gb,Android 16,Exynos 2400 10 nhân,3.2 GHz,Đang cập nhật,8 GB,128 GB,104 GB,Không giới hạn,"Chính 50 MP & Phụ 12 MP, 8 MP",8K 4320p@30fps,Có,Zoom quang học,12 MP,Chọn ảnh chân dung đẹp nhất (Best Face),Dynamic AMOLED 2X,Full HD+ (1080 x 2340 Pixels),"6.7"" - Tần số quét <a href='https://www.thegioididong.com/hoi-dap/tan-so-quet-man-hinh-may-tinh-la-gi-1292309#subhmenuid2' target='_blank'>120 Hz</a>",1900 nits,Kính cường lực Corning Gorilla Glass Victus+,4900 mAh,Đang cập nhật,45 W,Tiết kiệm pin,Mở khoá vân tay dưới màn hình,Trợ lý ảo Google Gemini,IP68,Ghi âm mặc định,WEBM,Hỗ trợ 5G,2 Nano SIM + 1 eSIM,Có,Có,Có,Type-C,Type-C,NFC,Nguyên khối,Khung nhôm & Mặt lưng kính cường lực,Dài 161.3 mm - Ngang 76.6 mm - Dày 7.4 mm - Nặng 190 g,09/2025,Samsung. <span class='parameter__manu'>Xem thông tin hãng</span>,"Mua Samsung Galaxy S25 FE 5G 8GB/128GB giá tốt, giảm đến 2 triệu, thu cũ trợ giá đến 1.5tr, trả chậm 0% lãi suất - trả trước 0đ, hư gì đổi nấy 12 tháng. Mua ngay!",['Samsung'],342560,342560,13790000.0,VND,,DFF,,,
Điện thoại Masstel S9 6GB/256GB,2.740.000₫,https://www.thegioididong.com/dtdd/masstel-s9,Android 14,Unisoc T606,1.6 GHz,Mali-G57,6 GB,256 GB,240 GB,Không giới hạn,"Chính 50 MP & Phụ 2 MP, CIF",FullHD 1080p@30fps,Có,Xóa phông,8 MP,Xóa phông,IPS LCD,HD+ (720 x 1600 Pixels),"6.67"" - Tần số quét <a href='https://www.thegioididong.com/hoi-dap/tan-so-quet-man-hinh-may-tinh-la-gi-1292309#subhmenuid2' target='_blank'>120 Hz</a>",480 nits,Kính thường,5000 mAh,Li-Po,18 W,Tiết kiệm pin,Mở khoá vân tay cạnh viền,Mở rộng bộ nhớ RAM,,Ghi âm mặc định,MP4,Hỗ trợ 4G,2 Nano SIM,Wi-Fi 802.11 a/b/g/n/ac,GPS,v5.0,Type-C,3.5 mm,OTG,Nguyên khối,Khung & Mặt lưng nhựa,Dài 165.82 mm - Ngang 77.21 mm - Dày 8.3 mm - Nặng 198 g,04/2025,Masstel. <span class='parameter__manu'>Xem thông tin hãng</span>,"Điện thoại Masstel S9 6GB/256GB chính hãng, giá rẻ chỉ từ 2tr990 với công nghệ NFC, tặng phiếu mua hàng trị giá 700K mua tablet, bảo hành chính hãng 1 năm. Mua ngay!",['Masstel'],336409,336409,2740000.0,VND,22.5 W,WAV,Có,"MicroSD, hỗ trợ tối đa 256 GB",
Điện thoại Xiaomi Redmi Note 14 8GB/128GB,4.800.000₫,https://www.thegioididong.com/dtdd/xiaomi-redmi-note-14-8gb-128gb,Xiaomi HyperOS (Android 14),MediaTek Helio G99-Ultra 8 nhân,2 nhân 2.2 GHz & 6 nhân 2.0 GHz,Mali-G57 MC2,8 GB,128 GB,104 GB,Không giới hạn,"Chính 108 MP & Phụ 2 MP, 2 MP",HD 720p@30fps,Có,Zoom kỹ thuật số,20 MP,Quay video HD,AMOLED,Full HD+ (1080 x 2400 Pixels),"6.67"" - Tần số quét <a href='https://www.thegioididong.com/hoi-dap/tan-so-quet-man-hinh-may-tinh-la-gi-1292309#subhmenuid2' target='_blank'>120 Hz</a>",1800 nits,Kính cường lực Corning Gorilla Glass 5,5500 mAh,Li-Po,33 W,Tiết kiệm pin,Mở khoá vân tay dưới màn hình,Âm thanh Dolby Atmos,IP54,Ghi âm mặc định,Có,Hỗ trợ 4G,2 Nano SIM (SIM 2 chung khe thẻ nhớ),Wi-Fi hotspot,QZSS,v5.3,Type-C,3.5 mm,NFC,Nguyên khối,Khung & Mặt lưng nhựa,Dài 163.25 mm - Ngang 76.55 mm - Dày 8.16 mm - Nặng 196.5 g,01/2025,Xiaomi. <span class='parameter__manu'>Xem thông tin hãng</span>,"Điện thoại Xiaomi Redmi Note 14 8GB/128GB giá tốt, giảm ngay 300K, 1 đổi 1 trong 30 ngày, bảo hành chính hãng điện thoại 18 tháng, trả chậm 0% lãi suất. Mua ngay!",['Xiaomi'],333147,333147,4800000.0,VND,33 W,Có,,"MicroSD, hỗ trợ tối đa 1 TB",
Điện thoại Xiaomi Redmi Note 14 Pro 8GB/256GB,5.650.000₫,https://www.thegioididong.com/dtdd/xiaomi-redmi-note-14-pro?utm_flashsale=1,Xiaomi HyperOS (Android 14),MediaTek Helio G100-Ultra 8 nhân,2 nhân 2.2 GHz & 6 nhân 2.0 GHz,Mali-G57 MC2,8 GB,256 GB,228 GB,Không giới hạn,"Chính 200 MP & Phụ 8 MP, 2 MP",HD 720p@30fps,Có,Zoom kỹ thuật số,32 MP,Xóa phông,AMOLED,Full HD+ (1080 x 2400 Pixels),"6.67"" - Tần số quét <a href='https://www.thegioididong.com/hoi-dap/tan-so-quet-man-hinh-may-tinh-la-gi-1292309#subhmenuid2' target='_blank'>120 Hz</a>",1800 nits,Kính cường lực Corning Gorilla Glass Victus 2,5500 mAh,Li-Po,45 W,Tiết kiệm pin,Mở khoá vân tay dưới màn hình,Âm thanh Dolby Atmos,IP64,Ghi âm mặc định,Có,Hỗ trợ 4G,2 Nano SIM (SIM 2 chung khe thẻ nhớ),Wi-Fi hotspot,QZSS,v5.3,Type-C,3.5 mm,NFC,Nguyên khối,Khung & Mặt lưng nhựa,Dài 162.16 mm - Ngang 74.92 mm - Dày 8.24 mm - Nặng 180 g,01/2025,Xiaomi. <span class='parameter__manu'>Xem thông tin hãng</span>,"Điện thoại Xiaomi Redmi Note 14 Pro 8GB/256GB giá tốt, giảm ngay 1.2 triệu, thu cũ đổi mới giảm đến 1.5 triệu, trả chậm 0% lãi suất, bảo hành 18 tháng. Mua ngay!",['Xiaomi'],320730,320730,5650000.0,VND,45 W,Có,,"MicroSD, hỗ trợ tối đa 1 TB",
Điện thoại Xiaomi 15T Pro 5G 12GB/256GB,18.490.000₫,https://www.thegioididong.com/dtdd/xiaomi-15t-pro-12gb-256gb,Android 15,MediaTek Dimensity 9400+ 8 nhân,3.73 GHz,ARM Immortalis-G925,12 GB,256 GB,243 GB,Không giới hạn,"Chính 50 MP & Phụ 50 MP, 12 MP",FullHD 1080p@120fps,Có,Xóa phông,32 MP,Xóa phông,Super AMOLED,1.5K (1280 x 2772 Pixels),"6.83"" - Tần số quét 144 Hz",3200 nits,Kính cường lực Corning Gorilla Glass 7i,5500 mAh,Li-Po,90 W,Tiết kiệm pin,Mở khoá vân tay dưới màn hình,Âm thanh Hi-Res Audio,IP68,Ghi âm mặc định,MP4,Hỗ trợ 5G,2 Nano SIM,Wi-Fi hotspot,GPS,v6.0,Type-C,Type-C,OTG,Nguyên khối,Khung hợp kim nhôm & Mặt lưng sợi thuỷ tinh,Dài 162.7 mm - Ngang 77.9 mm - Dày 7.96 mm - Nặng 210 g,09/2025,Xiaomi. <span class='parameter__manu'>Xem thông tin hãng</span>,"Xiaomi 15T Pro 5G 12GB/256GB giá tốt, 1 đổi 1 trong 30 ngày, tặng bảo hiểm rơi vỡ màn hình 6 tháng, thu cũ giảm đến 2.5tr, trả chậm 0% lãi suất. Mua ngay!",['Xiaomi'],344646,344646,18490000.0,VND,90 W,OGG,Có,,
Điện thoại Xiaomi Redmi Note 14 Pro 5G 8GB/256GB,6.520.000₫,https://www.thegioididong.com/dtdd/xiaomi-redmi-note-14-pro-5g?utm_flashsale=1,Xiaomi HyperOS (Android 14),MediaTek Dimensity 7300-Ultra 8 nhân,4 nhân 2.5 GHz & 4 nhân 2 GHz,Mali-G615 MC2,8 GB,256 GB,228 GB,Không giới hạn,"Chính 200 MP & Phụ 8 MP, 2 MP",HD 720p@30fps,Có,Zoom kỹ thuật số,20 MP,Xóa phông,AMOLED,1.5K (1220 x 2712 Pixels),"6.67"" - Tần số quét <a href='https://www.thegioididong.com/hoi-dap/tan-so-quet-man-hinh-may-tinh-la-gi-1292309#subhmenuid2' target='_blank'>120 Hz</a>",3000 nits,Kính cường lực Corning Gorilla Glass Victus 2,5110 mAh,Li-Po,45 W,Tiết kiệm pin,Mở khoá vân tay dưới màn hình,Âm thanh Dolby Atmos,IP68,Ghi âm mặc định,Có,Hỗ trợ 5G,2 Nano SIM,Wi-Fi 6E,QZSS,v5.4,Type-C,Type-C,NFC,Nguyên khối,"Khung kim loại & Mặt lưng nhựa (Đen, Xanh, Vàng) | Da nhân tạo (Tím)","Dài 162.33 mm - Ngang 74.42 mm - Dày 8.4 mm (Đen, Xanh, Vàng) | 8.55 mm (Tím) - Nặng 190 g",01/2025,Xiaomi. <span class='parameter__manu'>Xem thông tin hãng</span>,"Điện thoại Xiaomi Redmi Note 14 Pro 5G 8GB/256GB chính hãng, giá tốt, thu cũ đổi mới trợ giá đến 1.5tr, trả góp 0% lãi suất, bảo hành 18 tháng. Mua ngay!",['Xiaomi'],332938,332938,6220000.0,VND,45 W,Có,,,
Điện thoại Xiaomi POCO X7 Pro 12GB/256GB,9.390.000₫,https://www.thegioididong.com/dtdd/xiaomi-poco-x7-pro-12-256gb,Xiaomi HyperOS 2,MediaTek Dimensity 8400-Ultra 8 nhân,3.25 GHz,Mali-G720,12 GB,256 GB,,Không giới hạn,Chính 50 MP & Phụ 8 MP,4K 2160p@60fps,Có,Ảnh động (GIF),20 MP,Làm đẹp AI,AMOLED,1.5K (1220 x 2712 Pixels),"6.67"" - Tần số quét <a href='https://www.thegioididong.com/hoi-dap/tan-so-quet-man-hinh-may-tinh-la-gi-1292309#subhmenuid2' target='_blank'>120 Hz</a>",3200 nits,Kính cường lực Corning Gorilla Glass 7i,6000 mAh,Li-Po,90 W,Tiết kiệm pin,Mở khoá vân tay dưới màn hình,Ứng dụng kép (Nhân bản ứng dụng),IP68,Ghi âm mặc định,WMV,Hỗ trợ 5G,2 Nano SIM,Wi-Fi hotspot,NavIC,v5.4,Type-C,Type-C,OTG,Nguyên khối,"Khung nhựa & Mặt lưng nhựa (Màu đen, Xanh lá) - Da nhân tạo (Màu Vàng)","Dài 160.75 mm - Ngang 75.24 mm - Dày 8.29 mm (Đen, Xanh lá) | 8.43 mm (Vàng) - Nặng 195 g (Đen, Xanh lá) | 198 g (Vàng)",1/2026,Xiaomi. <span class='parameter__manu'>Xem thông tin hãng</span>,"Điện thoại Xiaomi POCO X7 Pro 12GB/256GB chính hãng tại TGDĐ giao nhanh, cà thẻ tại nhà, nhiều màu sắc lựa chọn. Bảo hành tại hơn 3000 điểm toàn quốc.",['Xiaomi'],363473,363473,9390000.0,VND,90 W,WAV,Có,,
Điện thoại OPPO Reno14 F 5G 12GB/256GB,11.090.000₫,https://www.thegioididong.com/dtdd/oppo-reno14-f-5g-12gb-256gb,Android 15,Snapdragon 6 Gen 1 5G 8 nhân,2.2 GHz,Adreno 710,12 GB,256 GB,227 GB,Không giới hạn,"Chính 50 MP & Phụ 8 MP, 2 MP",HD 720p@60fps,Có,Zoom kỹ thuật số,32 MP,Xóa phông,AMOLED,Full HD+ (1080 x 2372 Pixels),"6.57"" - Tần số quét <a href='https://www.thegioididong.com/hoi-dap/tan-so-quet-man-hinh-may-tinh-la-gi-1292309#subhmenuid2' target='_blank'>120 Hz</a>",1400 nits,Kính cường lực AGC DT-Star D+,6000 mAh,Li-Po,45 W,Tiết kiệm pin,Mở khoá vân tay dưới màn hình,Ứng dụng kép (Nhân bản ứng dụng),"IP66, IP68, IP69",Ghi âm mặc định,MP4,Hỗ trợ 5G,2 Nano SIM,Wi-Fi hotspot,QZSS,v5.1,Type-C,Type-C,OTG,Nguyên khối,Khung nhựa & Mặt lưng thuỷ tinh hữu cơ,Dài 158.12 mm - Ngang 74.97 mm - Dày 7.69 mm (Hồng) | 7.74 mm (Xanh lá) | 7.78 mm (Xanh dương) - Nặng 180 g,07/2025,OPPO. <span class='parameter__manu'>Xem thông tin hãng</span>,"Điện thoại OPPO Reno 14 F 5G 12GB/256GB giá tốt, thu cũ đổi mới trợ giá đến 2.5tr, bảo hành 1 năm, bảo hiểm màn hình 12 tháng, 1 đổi 1 trong 30 ngày. Mua ngay!",['OPPO'],339177,339177,11090000.0,VND,45 W,OGG,,"MicroSD, hỗ trợ tối đa 2 TB",
Điện thoại Samsung Galaxy A16 5G 8GB/256GB,5.700.000₫,https://www.thegioididong.com/dtdd/samsung-galaxy-a16-5g?utm_flashsale=1,Android 14,MediaTek Dimensity 6300 5G 8 nhân,2.4 GHz,Mali-G57,8 GB,256 GB,237 GB,Không giới hạn,"Chính 50 MP & Phụ 5 MP, 2 MP",HD 720p@120fps,Có,Zoom kỹ thuật số,13 MP,Xóa phông,Super AMOLED,Full HD+ (1080 x 2340 Pixels),"6.7"" - Tần số quét 90 Hz",800 nits,Kính cường lực,5000 mAh,Li-Ion,25 W,Tiết kiệm pin,Mở khoá vân tay cạnh viền,Chạm 2 lần sáng màn hình,IP54,Ghi âm mặc định,WEBM,Hỗ trợ 5G,2 Nano SIM,Wi-Fi hotspot,GPS,v5.3,Type-C,Type-C,NFC,Nguyên khối,Khung & Mặt lưng nhựa,Dài 164.4 mm - Ngang 77.9 mm - Dày 7.9 mm - Nặng 192 g,11/2024,Samsung. <span class='parameter__manu'>Xem thông tin hãng</span>,"Điện thoại Samsung Galaxy A16 5G 8GB/256GB giá tốt, giảm giá 800K hoặc tặng PMH trị giá 1tr, hư gì đổi nấy 12 tháng, bảo hành 1 năm chính hãng. Mua ngay!",['Samsung'],331204,331204,5700000.0,VND,,XMF,Có,"MicroSD, hỗ trợ tối đa 1 TB",
Điện thoại Mobell M239 4G,430.000₫,https://www.thegioididong.com/dtdd/mobell-m239,,Unisoc UMS9117-L,1.0 GHz,,16 MB,16 MB,29 KB,200 số,0.08 MP,Có quay phim,,,,,TFT LCD,QQVGA (128 x 160 Pixels),"1.77""",,Kính thường,1000 mAh,Li-Ion,2.5 W,,,,,Ghi âm mặc định,,Hỗ trợ 4G VoLTE,2 Nano SIM,,,Có,Type-C,,,Pin rời,Khung & Mặt lưng nhựa,Dài 113 mm - Ngang 48 mm - Dày 14 mm - Nặng 157 g,07/2022,Mobell. <span class='parameter__manu'>Xem thông tin hãng</span>,"Điện thoại Mobell M239 4G chính hãng tại TGDĐ giao nhanh, cà thẻ tại nhà, nhiều màu sắc lựa chọn. Bảo hành tại hơn 3000 điểm toàn quốc.",['Mobell'],284122,284122,430000.0,VND,2.5 W,,Có,"MicroSD, hỗ trợ tối đa 64 GB",Có
Điện thoại Nubia A36 4GB/64GB,2.490.000₫,https://www.thegioididong.com/dtdd/nubia-a36-4gb-64gb,Android 15,Unisoc T7200 8 nhân,2 nhân 1.6 GHz & 6 nhân 1.6 GHz,Mali-G57,4 GB,64 GB,36.16 GB,Không giới hạn,Chính 13 MP & Phụ 0.08 MP,FullHD 1080p@30fps,Có,Trôi nhanh thời gian (Time Lapse),5 MP,Làm đẹp,IPS LCD,HD+ (720 x 1600 Pixels),"6.75"" - Tần số quét 90 Hz",Hãng không công bố,Kính thường,5000 mAh,Li-Po,10 W,Tiết kiệm pin,Mở khoá khuôn mặt,Mở rộng bộ nhớ RAM,,Ghi âm mặc định,MP4,Hỗ trợ 4G,2 Nano SIM,Wi-Fi hotspot,GPS,v5.2,Type-C,3.5 mm,OTG,Pin liền,Khung & Mặt lưng nhựa,Dài 167.64 mm - Ngang 77.37 mm - Dày 8.3 mm - Nặng 194 g,06/2025,,"Điện thoại Nubia A36 4GB/64GB chính hãng tại TGDĐ giao nhanh, cà thẻ tại nhà, nhiều màu sắc lựa chọn. Bảo hành tại hơn 3000 điểm toàn quốc.",['Nubia'],361630,361630,2490000.0,VND,10 W,MP3,Có,"MicroSD, hỗ trợ tối đa 1 TB",
Điện thoại Xiaomi Redmi 13x 6GB/128GB,3.120.000₫,https://www.thegioididong.com/dtdd/xiaomi-redmi-13x-6gb-128gb?utm_flashsale=1,Xiaomi HyperOS (Android 14),MediaTek Helio G91 Ultra 8 nhân,2 nhân 2.0 GHz & 6 nhân 1.8 GHz,Mali-G52 MC2,6 GB,128 GB,115 GB,Không giới hạn,Chính 108 MP & Phụ 2 MP,HD 720p@30fps,Có,Zoom kỹ thuật số,13 MP,Xóa phông,IPS LCD,Full HD+ (1080 x 2460 Pixels),"6.79"" - Tần số quét 90 Hz",550 nits,Kính cường lực Corning Gorilla Glass 3,5030 mAh,Li-Po,33 W,Tiết kiệm pin,Mở khoá vân tay cạnh viền,Mở rộng bộ nhớ RAM,IP53,Ghi âm mặc định,WEBM,Hỗ trợ 4G,2 Nano SIM (SIM 2 chung khe thẻ nhớ),Wi-Fi hotspot,GPS,v5.4,Type-C,3.5 mm,Hồng ngoại,Nguyên khối,Khung & Mặt lưng nhựa,Dài 168.6 mm - Ngang 76.28 mm - Dày 8.3 mm - Nặng 198 g,03/2025,Xiaomi. <span class='parameter__manu'>Xem thông tin hãng</span>,"Điện thoại Xiaomi Redmi 13x 6GB/128GB chính hãng, giá rẻ, mua trả chậm 0% lãi suất, giảm ngay 300K hoặc tặng PMH phụ kiện, smartwatch, bảo hành 18 tháng. Mua ngay!",['Xiaomi'],335755,335755,3120000.0,VND,33 W,XMF,Có,"MicroSD, hỗ trợ tối đa 1 TB",
Điện thoại Samsung Galaxy S24 Ultra 5G 12GB/256GB,23.790.000₫,https://www.thegioididong.com/dtdd/samsung-galaxy-s24-ultra-5g,Android 14,Snapdragon 8 Gen 3 for Galaxy,3.39 GHz,Adreno 750,12 GB,256 GB,229 GB,Không giới hạn,"Chính 200 MP & Phụ 50 MP, 12 MP, 10 MP",HD 720p@30fps,Có,Ảnh Raw,12 MP,Xóa phông,Dynamic AMOLED 2X,2K+ (1440 x 3120 Pixels),"6.8"" - Tần số quét <a href='https://www.thegioididong.com/hoi-dap/tan-so-quet-man-hinh-may-tinh-la-gi-1292309#subhmenuid2' target='_blank'>120 Hz</a>",2600 nits,Kính cường lực Corning Gorilla Armor,5000 mAh,Li-Ion,45 W,Tiết kiệm pin,Mở khoá vân tay dưới màn hình,Ứng dụng kép (Dual Messenger),IP68,Ghi âm mặc định,WEBM,Hỗ trợ 5G,2 Nano SIM hoặc 2 eSIM hoặc 1 Nano SIM + 1 eSIM,Wi-Fi hotspot,QZSS,v5.3,Type-C,Type-C,NFC,Nguyên khối,Khung Titan & Mặt lưng kính cường lực,Dài 162.3 mm - Ngang 79 mm - Dày 8.6 mm - Nặng 232 g,01/2024,Samsung. <span class='parameter__manu'>Xem thông tin hãng</span>,"Mua Samsung Galaxy S24 Ultra 5G 12GB/256GB giá tốt, giảm ngay 4 triệu, tặng bảo hiểm bảo hành mở rộng 12 tháng, thu cũ trợ giá đến 2 triệu. Click xem ngay!",['Samsung'],307174,307174,23790000.0,VND,,XMF,,,
Điện thoại OPPO Reno13 F 5G 8GB/256GB,7.810.000₫,https://www.thegioididong.com/dtdd/oppo-reno13-f-5g?utm_flashsale=1,Android 15,Snapdragon 6 Gen 1 5G 8 nhân,4 nhân 2.2 GHz & 4 nhân 1.8 GHz,Adreno 710,8 GB,256 GB,239 GB,Không giới hạn,"Chính 50 MP & Phụ 8 MP, 2 MP",HD 720p@60fps,Có,Xóa phông,32 MP,Xóa phông,AMOLED,Full HD+ (1080 x 2400 Pixels),"6.67"" - Tần số quét <a href='https://www.thegioididong.com/hoi-dap/tan-so-quet-man-hinh-may-tinh-la-gi-1292309#subhmenuid2' target='_blank'>120 Hz</a>",1200 nits,Kính cường lực AGC DT-Star2,5800 mAh,Li-Po,45 W,Tiết kiệm pin,Mở khoá vân tay dưới màn hình,Ứng dụng kép (Nhân bản ứng dụng),"IP66, IP68, IP69",Ghi âm mặc định,MP4,Hỗ trợ 5G,2 Nano SIM,Wi-Fi hotspot,QZSS,v5.1,Type-C,Type-C,OTG,Nguyên khối,Khung nhựa & Mặt lưng thuỷ tinh hữu cơ,"Dài 162.2 mm - Ngang 75.05 mm - Dày 7.76 mm (Tím, Xám) | 7.82 mm (Xanh dương) - Nặng 192 g",01/2025,OPPO. <span class='parameter__manu'>Xem thông tin hãng</span>,"Điện thoại OPPO Reno13 F 5G chính hãng, nhận ưu đãi lên đến 3tr, tặng phiếu mua hàng trị giá 1tr mua tablet, thu cũ trợ giá đến 2tr, trả chậm 0% lãi suất. Mua ngay!",['OPPO'],332936,332936,7310000.0,VND,45 W,OGG,,"MicroSD, hỗ trợ tối đa 2 TB",
Điện thoại vivo Y29 8GB/128GB,5.880.000₫,https://www.thegioididong.com/dtdd/vivo-y29-8gb-128gb,Android 15,Snapdragon 685 8 nhân,4 nhân 2.8 GHz & 4 nhân 1.9 GHz,Adreno 610,8 GB,128 GB,113 GB,Không giới hạn,Chính 50 MP & Phụ 2 MP,HD 720p@30fps,Có,Xóa phông,8 MP,Xóa phông,IPS LCD,HD+ (720 x 1608 Pixels),"6.68 "" - Tần số quét <a href='https://www.thegioididong.com/hoi-dap/tan-so-quet-man-hinh-may-tinh-la-gi-1292309#subhmenuid2' target='_blank'>120 Hz</a>",1000 nits,Kính cường lực Schott Xensation α,6500 mAh,Li-Ion,44 W,Tiết kiệm pin,Mở khoá vân tay cạnh viền,Ứng dụng kép (Nhân bản ứng dụng),IP64,Ghi âm mặc định,WEBM,Hỗ trợ 4G,2 Nano SIM,Wi-Fi hotspot,QZSS,v5.0,Type-C,Type-C,OTG,Nguyên khối,Khung & Mặt lưng nhựa,Dài 165.7 mm - Ngang 76.3 mm - Dày 8.28 mm (Nâu) | 8.37 mm (Trắng) - Nặng 205g (Nâu) | 208g (Trắng),03/2025,vivo. <span class='parameter__manu'>Xem thông tin hãng</span>,"Điện thoại vivo Y29 8GB/128GB chính hãng, giá tốt, tặng phiếu mua hàng 300K, trả chậm 0% lãi suất, bảo hành chính hãng 1 năm, hư gì đổi nấy 12 tháng. Mua ngay!",['vivo'],334226,334226,6380000.0,VND,44 W,WAV,,"MicroSD, hỗ trợ tối đa 1 TB",
Điện thoại Samsung Galaxy A26 5G 6GB/128GB,6.070.000₫,https://www.thegioididong.com/dtdd/samsung-galaxy-a26-6gb-128gb,Android 15,Exynos 1380 8 nhân,4 nhân 2.4 GHz & 4 nhân 2 GHz,Mali-G68,6 GB,128 GB,106.5 GB,Không giới hạn,"Chính 50 MP & Phụ 8 MP, 2 MP",HD 720p@480fps,Có,Zoom kỹ thuật số,13 MP,Xóa phông,Super AMOLED,Full HD+ (1080 x 2340 Pixels),"6.7"" - Tần số quét <a href='https://www.thegioididong.com/hoi-dap/tan-so-quet-man-hinh-may-tinh-la-gi-1292309#subhmenuid2' target='_blank'>120 Hz</a>",800 nits,Kính cường lực Corning Gorilla Glass Victus+,5000 mAh,Li-Ion,25 W,Tiết kiệm pin,Mở khoá vân tay cạnh viền,Xoá vật thể AI,IP67,Ghi âm mặc định,WEBM,Hỗ trợ 5G,2 Nano SIM (SIM 2 chung khe thẻ nhớ),Wi-Fi hotspot,QZSS,v5.3,Type-C,Type-C,NFC,Nguyên khối,Khung nhựa & Mặt lưng kính,Dài 164 mm - Ngang 77.5 mm - Dày 7.7 mm - Nặng 200 g,04/2025,Samsung. <span class='parameter__manu'>Xem thông tin hãng</span>,"Điện thoại Samsung Galaxy A26 5G 6GB/128GB chính hãng, giá tốt, mua trả chậm 0% lãi suất - trả trước từ 0đ, bảo hành chính hãng 1 năm, tặng củ sạc 25W. Mua ngay!",['Samsung'],335915,335915,6070000.0,VND,,XMF,Có,"MicroSD, hỗ trợ tối đa 2 TB",
Điện thoại realme Note 60x 3GB/64GB,2.450.000₫,https://www.thegioididong.com/dtdd/realme-note-60x,Android 14,Unisoc Tiger T612,1.8 GHz,Mali-G57,3 GB,64 GB,46 GB,Không giới hạn,8 MP,SD 480p@30fps,Có,Xóa phông,5 MP,Xóa phông,IPS LCD,HD+ (720 x 1600 Pixels),"6.74"" - Tần số quét 90 Hz",560 nits,Kính cường lực ArmorShell,5000 mAh,Li-Po,10 W,Tiết kiệm pin,Mở khoá vân tay cạnh viền,Mở rộng bộ nhớ RAM,IP54,Ghi âm mặc định,MP4,Hỗ trợ 4G,2 Nano SIM,Wi-Fi 5,GPS,v5.0,Type-C,3.5 mm,OTG,Nguyên khối,Khung kim loại & Mặt lưng kính,Dài 167.26 mm - Ngang 76.67 mm - Dày 7.84 mm - Nặng 187 g,01/2025,realme. <span class='parameter__manu'>Xem thông tin hãng</span>,"Điện thoại realme Note 60x 3GB/64GB chính hãng, giá rẻ, mua trả chậm 0% lãi suất, thu cũ đổi mới giảm thêm 300K, bảo hành 18 tháng, hư gì đổi nấy 12 tháng. Mua ngay!",['realme'],333280,333280,2650000.0,VND,10 W,MP3,,"MicroSD, hỗ trợ tối đa 2 TB",
